file;ssim_he;ssim_clahe
/content/drive/MyDrive/ColabImages/photo1.png;0.706243225;0.704795202
/content/drive/MyDrive/ColabImages/photo2.png;0.602299253;0.681485206
/content/drive/MyDrive/ColabImages/photo3.png;0.505800875;0.686562355
/content/drive/MyDrive/ColabImages/photo4.png;0.610347025;0.696415992
/content/drive/MyDrive/ColabImages/photo5.png;0.608068931;0.690270563
/content/drive/MyDrive/ColabImages/photo6.png;0.625775571;0.74995082
